"First name","Second name","player_id"
"JACK","AHCAN",647
"JACK","DRURY",648
"JACK","EICHEL",649
"JACK","HUGHES",650
"JACK","MCBAIN",651
"JACK","RANDL",652
"JACK","STUDNICKA",653
"JACKSON","BLAKE",654
"JACKSON","LACOMBE",655
"JACOB","BERNARD-DOCKER",656
"JACOB","GAUCHER",657
"JACOB","MACDONALD",658
"JACOB","MELANSON",659
"JACOB","MIDDLETON",660
"JACOB","MOVERARE",661
"JACOB","PERREAULT",662
"JACOB","TROUBA",663
"JACQUES","LEMAIRE",664
"JADE","DOWNIE-LANDRY",665
"JADEN","SCHWARTZ",666
"JAGGER","FIRKUS",667
"JAIME","BOURBONNAIS",668
"JAKE","BEAN",669
"JAKE","BISCHOFF",670
"JAKE","CHIASSON",671
"JAKE","CHRISTIANSEN",672
"JAKE","DEBRUSK",673
"JAKE","EVANS",674
"JAKE","GUENTZEL",675
"JAKE","MCCABE",676
"JAKE","NEIGHBOURS",677
"JAKE","SANDERSON",678
"JAKE","WALMAN",679
"JAKE","WISE",680
"JAKOB","CHYCHRUN",681
"JAKOB","PELLETIER",682
"JAKUB","BRABENEC",683
"JAKUB","DEMEK",684
"JAKUB","RYCHLOVSKY",685
"JALEN","CHATFIELD",686
"JAMAL","MAYERS",687
"JAMES","HAMBLIN",688
"JAMES","MALATESTA",689
"JAMES","VAN RIEMSDYK",690
"JAMIE","BENN",691
"JAMIE","DRYSDALE",692
"JAMIE","LANGENBRUNNER",693
"JAMIE","OLEKSIAK",694
"JAMIE-LEE","RATTRAY",695
"JAMIESON","REES",696
"JAN","JENIK",697
"JANI","HAKANPAA",698
"JANI","NYMAN",699
"JANNE","NIINIMAA",700
"JANNIK","HANSEN",701
"JANSEN","HARKINS",702
"JARED","DAVIDSON",703
"JARED","MCCANN",704
"JARED","SPURGEON",705
"JARET","ANDERSON-DOLAN",706
"JARI","KURRI",707
"JARKKO","RUUTU",708
"JAROME","IGINLA",709
"JAROMIR","JAGR",710
